Order ID,Order Status,Tracking Number*,Shipping Option,Shipment Method,Estimated Ship Out Date,Ship Time,Order Creation Date,Order Paid Time,Product Name,Variation Name,Original Price,Deal Price,Quantity,Product Subtotal
230909U8JKE2Y2,Completed,SPEPH038036569979,Standard Local-SPX Express,pickup,2023-09-21 13:45,2023-09-09 17:27,2023-09-09 13:35,2023-09-09 13:45,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"Pink Skirt,XS-M (21-28 inches)",290,290,1,290
230909UMX7G61J,Completed,787183100582,Standard Local-J&T Express,pickup,2023-09-21 17:26,2023-09-12 14:36,2023-09-09 17:16,2023-09-09 17:26,KNITTED TOPS/FLARE PANTS/STRAPPY (MARIA GALZ),,1011,1011,1,1011
230909UX7TVCTB,Completed,787165480502,Standard Local-J&T Express,pickup,2023-09-12 20:13,2023-09-11 14:05,2023-09-09 20:03,2023-09-09 20:13,PLAIN MIDI SKIRT 22-30 INCHES (WITH & WITHOUT SLIT),"SILVER,NO SLIT",149,149,1,149
230909UXBQRRCJ,Completed,787208260257,Standard Local-J&T Express,pickup,2023-09-21 20:15,2023-09-16 13:26,2023-09-09 20:05,2023-09-09 20:15,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"Black Skirt,L-XL (29-34 inches)",290,290,1,290
230909UYXQJA16,Completed,787165590341,Standard Local-J&T Express,pickup,2023-09-21 20:43,2023-09-11 14:05,2023-09-09 20:33,2023-09-09 20:43,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"Black&White Shorts,XS-M (21-28 inches)",290,290,1,290
230909V1AVVBKE,Completed,787168853142,Standard Local-J&T Express,pickup,2023-09-21 20:58,2023-09-11 14:05,2023-09-09 20:58,2023-09-09 20:58,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"Black Skirt,XS-M (21-28 inches)",290,290,1,290
230909V2DNTFTG,Completed,787183131872,Standard Local-J&T Express,pickup,2023-09-18 21:20,2023-09-12 14:37,2023-09-09 21:18,2023-09-09 21:20,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
230909V3T1TPFV,Completed,787168968272,Standard Local-J&T Express,pickup,2023-09-21 21:52,2023-09-11 14:05,2023-09-09 21:42,2023-09-09 21:52,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"Pink Shorts,XS-M (21-28 inches)",290,290,1,290
230909V4CWFPPD,Completed,787169192812,Standard Local-J&T Express,pickup,2023-09-21 21:53,2023-09-11 14:05,2023-09-09 21:53,2023-09-09 21:53,TWEED COORDS/DRESS CHECKOUT (16-25 sets),,5,5,1,5
230909V5E2Y59W,Completed,787169293754,Standard Local-J&T Express,pickup,2023-09-18 22:21,2023-09-11 14:05,2023-09-09 22:11,2023-09-09 22:21,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
230909V6AHQ9K4,Completed,787168982736,Standard Local-J&T Express,pickup,2023-09-21 22:37,2023-09-11 14:05,2023-09-09 22:27,2023-09-09 22:37,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"Pink Shorts,XS-M (21-28 inches)",290,290,1,290
230910VKV3S740,Completed,SPEPH031035279319,Standard Local-SPX Express,pickup,2023-09-21 02:40,2023-09-11 14:21,2023-09-10 02:30,2023-09-10 02:40,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"Black&White Shorts,XS-M (21-28 inches)",290,290,1,290
230910VYRTXTTF,Completed,SPEPH036332946689,Standard Local-SPX Express,pickup,2023-09-12 06:13,2023-09-11 14:21,2023-09-10 06:03,2023-09-10 06:13,PLAIN MIDI SKIRT 22-30 INCHES (WITH & WITHOUT SLIT),"BLACK,NO SLIT",149,149,1,149
230910W1F9B3AW,Completed,SPEPH038215884839,Standard Local-SPX Express,pickup,2023-09-21 06:43,2023-09-19 13:05,2023-09-10 06:33,2023-09-10 06:43,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"Pink Skirt,XS-M (21-28 inches)",290,290,1,290
2309100742N5PK,Completed,787169616585,Standard Local-J&T Express,pickup,2023-09-18 09:14,2023-09-11 14:05,2023-09-10 09:14,2023-09-10 09:14,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
2309100BSRYVK6,Completed,787168999337,Standard Local-J&T Express,pickup,2023-09-18 10:47,2023-09-11 14:05,2023-09-10 10:37,2023-09-10 10:47,10 PCS ZARA STRAPPY BUNDLE (RANDOM COLORS/FREESIZE),,400,400,1,400
2309100JJH2VJN,Completed,787190638466,Standard Local-J&T Express,pickup,2023-09-21 12:39,2023-09-13 12:23,2023-09-10 12:39,2023-09-10 12:39,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"Black Skirt,L-XL (29-34 inches)",290,290,1,290
2309100K26RDQU,Completed,787169146271,Standard Local-J&T Express,pickup,2023-09-18 12:57,2023-09-11 14:05,2023-09-10 12:47,2023-09-10 12:57,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
2309100SGPQRYF,Completed,SPEPH035209322689,Standard Local-SPX Express,pickup,2023-09-18 14:53,2023-09-11 14:21,2023-09-10 14:43,2023-09-10 14:53,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
2309100WPS8WP4,Completed,787169801882,Standard Local-J&T Express,pickup,2023-09-21 15:58,2023-09-11 14:05,2023-09-10 15:58,2023-09-10 15:58,TWEED COORDS/DRESS CHECKOUT (16-25 sets),,5,5,1,5
2309100XN8WRAT,Completed,787180088047,Standard Local-J&T Express,pickup,2023-09-21 16:25,2023-09-11 14:05,2023-09-10 16:15,2023-09-10 16:25,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"Black&White Shorts,XS-M (21-28 inches)",290,290,1,290
2309100XW7HCBY,Completed,787181015427,Standard Local-J&T Express,pickup,2023-09-18 16:29,2023-09-11 14:05,2023-09-10 16:19,2023-09-10 16:29,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
23091015UVDT56,Completed,787182187596,Standard Local-J&T Express,pickup,2023-09-21 18:34,2023-09-12 14:37,2023-09-10 18:24,2023-09-10 18:34,TWEED COORDS/DRESS CHECKOUT (16-25 sets),,5,5,1,5
2309101ACU4539,Completed,SPEPH039945054869,Standard Local-SPX Express,pickup,2023-09-18 19:55,2023-09-11 14:21,2023-09-10 19:45,2023-09-10 19:55,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
2309101AKV69D0,Completed,SPEPH036103232089,Standard Local-SPX Express,pickup,2023-09-21 19:59,2023-09-11 14:21,2023-09-10 19:49,2023-09-10 19:59,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO) - NEW COLORS,"Pink Short,L-XL (29-34 inches)",290,290,1,290
2309101CHHBQS1,Completed,787180470591,Standard Local-J&T Express,pickup,2023-09-18 20:33,2023-09-11 14:05,2023-09-10 20:23,2023-09-10 20:33,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
2309101HC25W4Q,Completed,787180032144,Standard Local-J&T Express,pickup,2023-09-12 22:00,2023-09-11 14:05,2023-09-10 21:50,2023-09-10 22:00,EMBOSSED HALTER NECK TOP,"Hot pink,FREESIZE (S-L)",109,109,1,109
2309101HH660NM,Completed,787224133461,Standard Local-J&T Express,pickup,2023-09-21 22:03,2023-09-19 12:31,2023-09-10 21:53,2023-09-10 22:03,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"Pink Shorts,XS-M (21-28 inches)",290,290,1,290
2309101QNGXQG5,Completed,787180104658,Standard Local-J&T Express,pickup,2023-09-21 23:52,2023-09-11 14:05,2023-09-10 23:42,2023-09-10 23:52,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO) - NEW COLORS,"Black/White(2) Skirt,XS-M (21-28 inches)",290,290,1,290
2309112C3CJD2E,Completed,787208262651,Standard Local-J&T Express,pickup,2023-09-22 05:58,2023-09-16 13:26,2023-09-11 05:48,2023-09-11 05:58,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"Pink Shorts,L-XL (29-34 inches)",290,290,1,290
2309112C3CJD2E,Completed,787208262651,Standard Local-J&T Express,pickup,2023-09-22 05:58,2023-09-16 13:26,2023-09-11 05:48,2023-09-11 05:58,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"White Shorts,L-XL (29-34 inches)",290,290,1,290
2309112PK6JK45,Completed,SPEPH036035279119,Standard Local-SPX Express,pickup,2023-09-22 09:06,2023-09-16 13:14,2023-09-11 08:56,2023-09-11 09:06,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO) - NEW COLORS,"Black&White Short,XS-M (21-28 inches)",290,290,1,290
2309112Q458Y2U,Completed,SPEPH032185978499,Standard Local-SPX Express,pickup,2023-09-25 09:15,2023-09-26 15:11,2023-09-11 09:05,2023-09-11 09:15,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"Khaki Skirt,XS-M (21-28 inches)",290,290,1,290
2309112S5GKQ5U,Completed,SPEPH031817383939,Standard Local-SPX Express,pickup,2023-09-22 09:52,2023-09-11 14:21,2023-09-11 09:42,2023-09-11 09:52,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"Pink Skirt,L-XL (29-34 inches)",290,290,1,290
2309112YB899S9,Completed,SPEPH037599998939,Standard Local-SPX Express,pickup,2023-09-19 11:43,2023-09-12 16:07,2023-09-11 11:33,2023-09-11 11:43,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
23091138Q9VPR3,Completed,SPEPH032710269349,Standard Local-SPX Express,pickup,2023-09-19 14:30,2023-09-12 16:07,2023-09-11 14:20,2023-09-11 14:30,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
2309113KKDPK0A,Completed,SPEPH031470055409,Standard Local-SPX Express,pickup,2023-09-19 17:45,2023-09-12 16:07,2023-09-11 17:35,2023-09-11 17:45,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
2309113UM6JAB1,Completed,SPEPH036900461949,Standard Local-SPX Express,pickup,2023-09-22 20:09,2023-09-19 13:05,2023-09-11 19:59,2023-09-11 20:09,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"Blue Shorts,XS-M (21-28 inches)",290,290,1,290
23091145FEGMWV,Completed,SPEPH032879522819,Standard Local-SPX Express,pickup,2023-09-19 23:05,2023-09-12 16:07,2023-09-11 22:55,2023-09-11 23:05,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
23091145NKWT30,Completed,787187300008,Standard Local-J&T Express,pickup,2023-09-19 23:08,2023-09-12 14:36,2023-09-11 22:58,2023-09-11 23:08,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
2309124UG366W9,Completed,787187222526,Standard Local-J&T Express,pickup,2023-09-23 05:39,2023-09-12 14:36,2023-09-12 05:29,2023-09-12 05:39,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"Black&White Skirt,XS-M (21-28 inches)",290,290,1,290
2309124XECPNWE,Completed,SPEPH036192732279,Standard Local-SPX Express,pickup,2023-09-23 06:32,2023-09-17 13:16,2023-09-12 06:22,2023-09-12 06:32,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"Pink Shorts,L-XL (29-34 inches)",290,290,1,290
2309124XECPNWE,Completed,SPEPH036192732279,Standard Local-SPX Express,pickup,2023-09-23 06:32,2023-09-17 13:16,2023-09-12 06:22,2023-09-12 06:32,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"Black&White Shorts,L-XL (29-34 inches)",290,290,1,290
23091251C7R7GK,Completed,787187708615,Standard Local-J&T Express,pickup,2023-09-20 07:24,2023-09-12 14:36,2023-09-12 07:14,2023-09-12 07:24,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
23091259EUS562,Completed,SPEPH034496069329,Standard Local-SPX Express,pickup,2023-09-23 09:49,2023-09-12 16:07,2023-09-12 09:39,2023-09-12 09:49,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"Pink Skirt,L-XL (29-34 inches)",290,290,1,290
2309125CGUFBGY,Completed,787208271672,Standard Local-J&T Express,pickup,2023-09-23 10:44,2023-09-16 13:26,2023-09-12 10:34,2023-09-12 10:44,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"Black&White Shorts,L-XL (29-34 inches)",290,290,1,290
2309125ESM9XHK,Completed,SPEPH031191288279,Standard Local-SPX Express,pickup,2023-09-23 11:24,2023-09-12 16:07,2023-09-12 11:14,2023-09-12 11:24,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"Blue Skirt(New),XS-M (21-28 inches)",290,290,1,290
230912628ACYXK,Completed,SPEPH037779709309,Standard Local-SPX Express,pickup,2023-09-20 17:13,2023-09-13 13:10,2023-09-12 17:03,2023-09-12 17:13,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
23091262FJ2YRG,Completed,787188297813,Standard Local-J&T Express,pickup,2023-09-23 17:08,2023-09-13 12:23,2023-09-12 17:07,2023-09-12 17:08,TWEED COORDS/DRESS CHECKOUT (16-25 sets),,5,5,1,5
23091262P3W24U,Completed,787188727345,Standard Local-J&T Express,pickup,2023-09-20 17:20,2023-09-13 12:23,2023-09-12 17:10,2023-09-12 17:20,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
23091265FKTT6H,Completed,SPEPH039386353139,Standard Local-SPX Express,pickup,2023-09-20 18:10,2023-09-13 13:10,2023-09-12 18:00,2023-09-12 18:10,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
23091267D651H5,Completed,787214363631,Standard Local-J&T Express,pickup,2023-09-23 18:45,2023-09-18 14:10,2023-09-12 18:35,2023-09-12 18:45,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"Black&White Skirt,L-XL (29-34 inches)",290,290,1,290
2309126ACMP720,Completed,SPEPH038178219279,Standard Local-SPX Express,pickup,2023-09-14 19:38,2023-09-13 13:10,2023-09-12 19:28,2023-09-12 19:38,KENDALL KNITTED TUBE TOP,"Hotpink,FREESIZE (S-L)",120,120,1,120
2309126C4RF2R0,Completed,SPEPH034829856959,Standard Local-SPX Express,pickup,2023-09-23 20:10,2023-09-13 13:10,2023-09-12 20:00,2023-09-12 20:10,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"Pink Skirt,L-XL (29-34 inches)",290,290,1,290
2309126D7P82EJ,Completed,SPEPH030266222839,Standard Local-SPX Express,pickup,2023-09-23 20:19,2023-09-17 13:17,2023-09-12 20:19,2023-09-12 20:19,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO) - NEW COLORS,"Black&White Short,L-XL (29-34 inches)",290,290,1,290
2309126E9QB0UU,Completed,787189124217,Standard Local-J&T Express,pickup,2023-09-20 20:38,2023-09-13 12:23,2023-09-12 20:38,2023-09-12 20:38,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
2309126GH9327Y,Completed,787189147635,Standard Local-J&T Express,pickup,2023-09-20 21:19,2023-09-13 12:23,2023-09-12 21:18,2023-09-12 21:19,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,2,10
2309126JA5MKUQ,Completed,787189290296,Standard Local-J&T Express,pickup,2023-09-23 22:00,2023-09-13 12:23,2023-09-12 21:50,2023-09-12 22:00,TROUSER PANTS (CLARISSE VILLANOS),,1330,1330,1,1330
2309136SNPFPEN,Completed,SPEPH037175146349,Standard Local-SPX Express,pickup,2023-09-25 00:12,2023-09-13 13:10,2023-09-13 00:02,2023-09-13 00:12,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"Pink Skirt,L-XL (29-34 inches)",290,290,1,290
